name,code,asset_amount,currency_amount,domain,asset_issuer
UFPI,UFPI,1999999998,$0.362,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Mingtai Aluminium,MING,1999999998,$0.362,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
Steico SE,STC,1999999997,$0.362,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Celulosa Arauco,ARCO,1999999994,$0.362,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Holmen AB,HOLM,1999999993,$0.362,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Patrick Industries,PATK,1999999987,$0.362,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Stella-Jones,STJ,1999999987,$0.362,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
GT,GT,1444444444,$0.362,rubber.stellar-commodities.com,GCYIPD2C7DMFZ45UNJRFBXDQ57A55LXP7SFGHOJHOT7DPYM3PG2OJB33
VSMPO-AVISMA Corp.,VSMO,1989994444,$0.360,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
Caffe Ritazza,CRTZ,4054905903,$0.356,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
Peñoles Mining,IPOAF,4146999473,$0.351,silver.stellar-commodities.com,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM
ACER,ACER,138461583,$0.350,No Domain,GAU7X4IX56QCXHS4GP663W7VPM2HLQGMKJ7JGGDLT2KOZHHQXTTOKSKS
Costa coffee,COSTA,1899999444,$0.344,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
GLC,GLC,452212.94,$0.343,No Domain,GCPEXGL2NAMN47XAUSWN6KGVDRUCNHICZSJCL2UUHBUOBPOXWJUPABDC
BHP Group,BHP,2146999999,$0.340,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
Nucor Corporation,NUE,2146999999,$0.339,steel.stellar-commodities.com,GAAMDSXA7AYXIG6DFRDP55Y4ZVLIZ7PD6NUUQXLE6EMERI3GSYIGM3FW
ARAMCO,ARAMCO,3999999998,$0.338,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
ALONG LANDBANK,IXV,266430005,$0.338,agrogenesis.in,GAEOCYPIX36WFIJH4JS4AYZPAJLQBI6BTA5TWCDACGHY3JFHTUOAFARM
Vanguard Growth ETF,VUG,133180461,$0.336,StellarETFs.com,GBGHMGCRNOEBTLBL73ZR5R5P5WHC5X24244ITKUDYKXMILJBIPMCNPBK
SilverCrest Metals,SVC,4146999997,$0.329,silver.stellar-commodities.com,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM
ITSILVERMINE,ITSILVERMINE,3390804.60,$0.327,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
NXT,NXT,1074099123.02,$0.321,No Domain,GDJSCIRHDGDGEI5SABB4COMUCJXM7S7HJQPHMF2AL3KX4Q4RHWGAQWGQ
De Beers Group,DEBEERS,1999999999,$0.317,labdia.stellar-commodities.com,GAUUOT4TMJRISCPYTJG75YAAFBOEMUCUXACGLE2JJXVAR3772XDK6OJL
Dunkin’ Donuts,DNKN,1999999998,$0.313,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
Nestle AG,NESN,1644444444,$0.311,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
BABA,BABA,1104145368,$0.311,No Domain,GB7QZLIXRRJSW3524ROKQPCRPNGBNUZP7MKQK724ZVUHDIAWCAASS5OP
BARC,BARC,369672139,$0.304,No Domain,GDLY2XNU57EQKYXK4XLN7N7ZKHH62FXYQZ2UPUJ6YD75AZYLUUO5QLST
Intel Corporation,INTC,1999999999,$0.297,silicon.stellar-commodities.com,GAEKCEF6ERJYCHZGQZQXKDADGJ6OTVRCWSBPHGATFXWO2BM5JIE73Z2C
ROSN,ROSN,1029411764,$0.297,No Domain,GCNMJWCYTEJFYNK43DIW6ODLHDEFODPXTPV3QIOYVUWSJIGH5YDT7KKS
NNN,NNN,441819.48,$0.291,No Domain,GCPEXGL2NAMN47XAUSWN6KGVDRUCNHICZSJCL2UUHBUOBPOXWJUPABDC
The Samsung Group,SMNG,1999999999,$0.288,silicon.stellar-commodities.com,GAEKCEF6ERJYCHZGQZQXKDADGJ6OTVRCWSBPHGATFXWO2BM5JIE73Z2C
Orla Mining Ltd.,ORLA,3999999996,$0.282,silver.stellar-commodities.com,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM
East Hope Group,EHG,111210082.10,$0.282,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
Anglo American PLC,AAL,1999999999,$0.279,iron.stellar-commodities.com,GCD6T6GKYMGIC6LD7NH3STYNUXDEGIQTZF25XHC2GA4SMYCF2NP3C6QN
Cannabis Growth Fund,VCAN,544250757,$0.277,swisscustody.org,GCXOJK55F3UMCSRTQ7YMMMUUPTBOEW7JNMHVP5JAPXGILGSHC723O6Q4
TATAPWR,TATAPWR,575000054.86,$0.275,No Domain,GDJSCIRHDGDGEI5SABB4COMUCJXM7S7HJQPHMF2AL3KX4Q4RHWGAQWGQ
SQM,SQM,2146999999,$0.272,lithium.stellar-commodities.com,GDIJJIN5QG5YJNA5SZ5EHEQKF55GOV2OUWXTSJRTNG64R3PS76WDICBJ
Nexa Resources SA,NEXA,2144444444,$0.272,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
Exxon Mobil Corp,XOM,3999999998,$0.267,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
SHELL,SHELL,210657495.92,$0.267,No Domain,GDJSCIRHDGDGEI5SABB4COMUCJXM7S7HJQPHMF2AL3KX4Q4RHWGAQWGQ
Trex Company,TREX,4179999998,$0.265,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
PLS,PLS,2146999999,$0.258,lithium.stellar-commodities.com,GDIJJIN5QG5YJNA5SZ5EHEQKF55GOV2OUWXTSJRTNG64R3PS76WDICBJ
SVE,SVE,3999999943,$0.257,silver.stellar-commodities.com,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM
SILVERBUY,SILVERBUY,11186856.57,$0.255,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Tata Steel Ltd.,TATA,3999999998,$0.254,steel.stellar-commodities.com,GAAMDSXA7AYXIG6DFRDP55Y4ZVLIZ7PD6NUUQXLE6EMERI3GSYIGM3FW
NPM,NPM,3999936935,$0.254,silver.stellar-commodities.com,GDRIDC2S3EVMWU5C6MF2COKCN7WJ74RU4WCCKAGLYI3KJHLXJB644FWM
Michelin,ML,994999993,$0.251,rubber.stellar-commodities.com,GCYIPD2C7DMFZ45UNJRFBXDQ57A55LXP7SFGHOJHOT7DPYM3PG2OJB33
NVTK,NVTK,825598517.67,$0.249,No Domain,GCNMJWCYTEJFYNK43DIW6ODLHDEFODPXTPV3QIOYVUWSJIGH5YDT7KKS
Alamos Gold,AGI,2146999999,$0.248,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
DESILVERSALE,DESILVERSALE,13031914.89,$0.240,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Enbridge Inc.,ENB,2146999999,$0.237,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
Cameco Corp.,CCJ,2146999999,$0.227,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
Argonaut Gold Inc.,AR,2146999999,$0.227,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
ARAMCO,ARAMCO,291555911.23,$0.227,No Domain,GDJSCIRHDGDGEI5SABB4COMUCJXM7S7HJQPHMF2AL3KX4Q4RHWGAQWGQ
TATAS,TATAS,354113341.33,$0.225,No Domain,GBWKSMDG7LIDERBDLJMV2CSGUXOYKSS422QRMZBO5FCJKWGG2REF2XYR
AQUA,AQUA,208.72,$0.225,aqua.network,GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA
LKOH,LKOH,765956302.03,$0.221,No Domain,GCNMJWCYTEJFYNK43DIW6ODLHDEFODPXTPV3QIOYVUWSJIGH5YDT7KKS
TSMC,TSMC,117557632.41,$0.217,No Domain,GAU7X4IX56QCXHS4GP663W7VPM2HLQGMKJ7JGGDLT2KOZHHQXTTOKSKS
STWI,STWI,2146999999,$0.204,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
Barrick Gold Corp.,BRK,2146999999,$0.195,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
MMC,MMC,999999994,$0.195,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
JPGOLDSALES,JPGOLDSALES,3333333.33,$0.195,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Dutch Bros. Coffee,DUBR,1022725904,$0.192,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
Continental AG,CNTL,993996999,$0.189,rubber.stellar-commodities.com,GCYIPD2C7DMFZ45UNJRFBXDQ57A55LXP7SFGHOJHOT7DPYM3PG2OJB33
PPLT,PPLT,499999999,$0.186,platinum.stellar-commodities.com,GB3TORQPESHPJO4R62VV43ROKEFTFGLES4FF4JSJMFP7X7FU6HQ2SBSI
NLGOLDSALES,NLGOLDSALES,4081632.65,$0.186,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
QSINDUS,QSINDUS,1454148.75,$0.184,No Domain,GCN2N7NUM5LVSXPCE63LENMXBBBG53VWLDTBNZSIGJ6EUKAMDUEMDHBP
New Found Gold Corp.,NFG,2146999999,$0.182,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
INDUSSILVER,INDUSSILVER,909090.91,$0.182,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
FARMBOND 4.1%,FB04,50040409,$0.181,agrogenesis.in,GAEOCYPIX36WFIJH4JS4AYZPAJLQBI6BTA5TWCDACGHY3JFHTUOAFARM
AUSILVER,AUSILVER,2193463.48,$0.178,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Hitachi Metals Ltd.,HITACHI,1999999999,$0.175,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
Gold ETF,GETF,344188305,$0.175,StellarETFs.com,GBGHMGCRNOEBTLBL73ZR5R5P5WHC5X24244ITKUDYKXMILJBIPMCNPBK
IPAYIN,IPAYIN,1000000,$0.175,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
PORSCHE,PORSCHE,54202024.10,$0.174,No Domain,GBBBKVDTVYK3D6VPRM6T2I63XHM6PJAAS5T4T25WTVL3AD2Q5VX6HESG
GOLD,GOLD,17644.02,$0.174,No Domain,GDBCZF3RDYF3FWSP46TILK2LU3M2V25PFCCWXD4SXJYK752AQ4J2CX4S
GOLDBUY,GOLDBUY,7272173.52,$0.171,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
OGC,OGC,270045.57,$0.171,No Domain,GCPEXGL2NAMN47XAUSWN6KGVDRUCNHICZSJCL2UUHBUOBPOXWJUPABDC
Newmont,NEM,512500000,$0.170,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
IPAYUSA,IPAYUSA,1136363.75,$0.170,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Oji Paper Co.,OJI,1999999998,$0.169,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
GEMINI,GEMINI,166277450.92,$0.169,No Domain,GBOGBKAHMXIGYHA5JRPOILGM37SJLQ52DISXCKJECAVKOZQ3OQ3J47RO
FAB,FAB,111202026.45,$0.169,No Domain,GCLQMERQP5Z2EVXV5POZT4HZ7OHSGRVHXPN63VK5CFKLNH6FID23GG5N
MTEK,MTEK,354545454.11,$0.167,No Domain,GAU7X4IX56QCXHS4GP663W7VPM2HLQGMKJ7JGGDLT2KOZHHQXTTOKSKS
GOLDX,GOLDX,23193.15,$0.166,No Domain,GBONBQ3TW6RRML6XEZZQ36GHEG6WLJOHDIS2FE4LBWP5IPW6FO4PBJTE
BMW,BMW,87517481.83,$0.163,No Domain,GBBBKVDTVYK3D6VPRM6T2I63XHM6PJAAS5T4T25WTVL3AD2Q5VX6HESG
SilverCrest Metals,SIL,2146999999,$0.160,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
NLSILVERSALE,NLSILVERSALE,3508771.93,$0.160,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
IPAYIT,IPAYIT,3454231.43,$0.160,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
China Hongqiao,HNQ,515755959,$0.158,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
Klabin Co. Ltd.,KLBN,1999999987,$0.154,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
ASUS,ASUS,600000051,$0.154,No Domain,GAU7X4IX56QCXHS4GP663W7VPM2HLQGMKJ7JGGDLT2KOZHHQXTTOKSKS
FRENCHSILVER,FRENCHSILVER,5500000,$0.154,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
IPAYNL,IPAYNL,1282051.28,$0.153,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Nvidia Corporation,NVDA,2146900000,$0.152,silicon.stellar-commodities.com,GAEKCEF6ERJYCHZGQZQXKDADGJ6OTVRCWSBPHGATFXWO2BM5JIE73Z2C
BMW,BMW,200000072,$0.152,No Domain,GDY7LCU3O5N2OLQNXEZ7RD53QJMHAB3FFJBGKJ65YK4D43EMJKP45BMU
Yamana Gold Inc.,AUY,2146999999,$0.151,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
USGOLDSALES,USGOLDSALES,3909096.91,$0.149,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
GOLDBULLION,GOLDBULLION,2272737.60,$0.149,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
USSILVERMINE,USSILVERMINE,1727115.72,$0.149,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
GOLDDIVIDEND,GOLDDIVIDEND,916496.95,$0.149,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Centerra Gold Inc.,CGAU,2146999999,$0.148,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
RUGOLDSALES,RUGOLDSALES,1712023,$0.148,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
AUSILVERMINE,AUSILVERMINE,925925.93,$0.148,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
GOLDNOTE,GOLDNOTE,1555617.29,$0.146,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
SCEM,SCEM,2140999999,$0.144,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
RHDIVIDEND,RHDIVIDEND,1538461.54,$0.144,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
IPAYFR,IPAYFR,1020408.16,$0.142,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
IPAYAU,IPAYAU,1136363.64,$0.141,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
QFSWALLETS,QFSWALLETS,17.22,$0.141,xrpbc.stellarmint.io,GAMZ2QZNGAJJB52EAPAYNH7S7CTJRKE3ZF2HGJFEX6BOQVADEGKTJSLX
PAAS,PAAS,2146999999,$0.139,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
Tianqi Lithium Corp.,TLC,2146999999,$0.137,lithium.stellar-commodities.com,GDIJJIN5QG5YJNA5SZ5EHEQKF55GOV2OUWXTSJRTNG64R3PS76WDICBJ
Eldorado Gold Corp.,EGO,2146999999,$0.137,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
Tiffany & Co.,TFC,2146999999,$0.136,diamond.stellar-commodities.com,GCR6FENAHT7GO5W4JEMUXCRZOZ2TDO457OWQHEJYTFNLTOZHKKJBXCWX
Austin Gold Corp.,AUST,2146999999,$0.136,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
ASM,ASM,2146999999,$0.136,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
Petra Diamonds Ltd.,PDL,2146999999,$0.136,diamond.stellar-commodities.com,GCR6FENAHT7GO5W4JEMUXCRZOZ2TDO457OWQHEJYTFNLTOZHKKJBXCWX
NextEra Energy Inc,NXT,2146999999,$0.136,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
CONP,CONP,2146999999,$0.136,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
NexGen Energy Ltd.,NXE,2146999999,$0.136,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
ARMZ Uranium Holding,ARMZ,2146999999,$0.136,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
Orano SA,ORA,2146999999,$0.136,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
Azarga Uranium Inc.,AZU,2146999999,$0.136,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
Yellow Cake PLC,YCA,2146999999,$0.136,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
BVN,BVN,2144444444,$0.136,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
Orla Mining Ltd.,ORLA,2144444444,$0.136,gold.stellar-commodities.com,GAISQZX2KTMVEOHD3GLRBMQQH2ZY56BUMCLKYGVGT2XWO55FV57KRIGB
BANQ,BANQ,2140999999,$0.136,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
PTT,PTT,2140999999,$0.136,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
CPOK,CPOK,2140999999,$0.136,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
THAIR,THAIR,2140999999,$0.136,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
KBQ,KBQ,2140999999,$0.136,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
UEC,UEC,904444502.89,$0.135,No Domain,GBWKSMDG7LIDERBDLJMV2CSGUXOYKSS422QRMZBO5FCJKWGG2REF2XYR
Luckin Coffee Inc.,LKNCY,1999999110,$0.134,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
TCP,TCP,2099999444,$0.133,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
PJSC Gazprom,GAZP,1999999999,$0.133,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
SILVERSPOT,SILVERSPOT,955933.31,$0.131,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Uravan Minerals Inc.,URV,2146999999,$0.130,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
GoviEx Uranium Inc.,GXU,2146999999,$0.130,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
GJC,GJC,2054752909,$0.130,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
TOYOTA,TOYOTA,578406062.20,$0.129,No Domain,GBW3JAGBMMSULGE4KOMGQ4J7RYQHUFBSD33RCTHPBJVYUHFJSTIFK7KD
SBUX,SBUX,2019999999,$0.128,coffee.stellar-commodities.com,GBXBHWVOGKB2T5KPV4SP5W7EI7KLEQAMRPNIK4J4WSBI7LWS5BAAXH75
EMAAR,EMAAR,5025125.63,$0.128,No Domain,GCLQMERQP5Z2EVXV5POZT4HZ7OHSGRVHXPN63VK5CFKLNH6FID23GG5N
KTHOUSE,KTHOUSE,13.86,$0.128,kthouse.co,GB5BK7HJK7SJGJXN4X6BV2QBEWGXVMEZJRGKWBFU6PK6BV4DW7WOQ27W
De Beers Group,DBG,2146999999,$0.127,diamond.stellar-commodities.com,GCR6FENAHT7GO5W4JEMUXCRZOZ2TDO457OWQHEJYTFNLTOZHKKJBXCWX
Tata Power Co. Ltd.,TATAPWR,2146999999,$0.127,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
CHYP,CHYP,2146999999,$0.127,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
ALEG,ALEG,2146999999,$0.127,No Domain,GDAP7ID53OHUWPMICIR525UWPZXOV6SY4N7KTYFHTFA3KLBH2W55VTGK
HDI,HDI,2009999997,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
BP plc,BP,1999999999,$0.127,gas.stellar-commodities.com,GDNCIRZGTYTPGDSTXR2H5U6XZZISD53ECE7MJFTKJACOXW4GOGFSH47W
Stora Enso Oyj,STRE,1999999999,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
GWI,GWI,1999999999,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
HMP,HMP,1999999998,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
HOLZ,HOLZ,1999999987,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
WFP,WFP,1999999987,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Dehua Co. Ltd.,DHU,1999999876,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Duratex,DTX,1999987987,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Svenska Cellulosa AB,SCA,700000000,$0.127,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Silver,ROSILVER,5282.62,$0.127,ro-stellar.co,GARJOFC5723NAIKULNWWRXDW6VYTZVQITL5KX3ZRST5MU2FKXSVPCJ6P
